Property_name,Price (dollars),Year_Built,Property_Type,Area (sq ft),Tax (dollars/year),Total_room,Bedroom,Bathroom,Area_code,Price (euros),Prop_size (m^2)
Paris 12th District - A bright and peaceful 3-bed apartment,1250000.0,1896.0,Apartments,1054.87,2614.5196078431372,5.0,3.0,1.0,75012,1150000.0,97.0
Paris 1st District - An ideal pied a terre,1250000.0,1700.0,Apartments,894.17,2614.5196078431372,5.0,2.0,2.0,75001,1150000.0,82.0
Paris 4th District - A delightful pied a terre,1282609.0,1700.0,Apartments,630.77,2614.5196078431372,5.0,2.0,2.0,75004,1180000.0,58.0
PParis 4th District - A delightful pied a terre oozing with charm,1282609.0,1650.0,Apartments,709.89,2614.5196078431372,5.0,1.0,1.0,75004,1180000.0,65.0
Paris 17th District - A sunny 2/3 bed apartment,1282609.0,1990.0,Apartments,1195.13,2614.5196078431372,5.0,3.0,2.0,75017,1180000.0,109.0
Paris 13th District - A 3-bed apartment with a balcony,1282609.0,1980.0,Apartments,1087.16,2614.5196078431372,5.0,3.0,0.0,75013,1180000.0,100.0
Paris 4th District - An ideal pied a terre,1293478.0,1880.0,Apartments,1004.28,2614.5196078431372,5.0,1.0,1.0,75004,1189999.0,92.0
Paris 6th District - A perfect pied a terre,1293478.0,1800.0,Apartments,386.86,2614.5196078431372,5.0,1.0,1.0,75006,1189999.0,35.0
Paris 4th District - An ideal pied a terre,1347826.0,1900.0,Apartments,654.77,2614.5196078431372,5.0,2.0,2.0,75004,1239999.0,60.0
Paris 16th District - A 2/3 bed apartment,1357609.0,1880.0,Apartments,940.02,2614.5196078431372,5.0,2.0,0.0,75016,1249000.0,86.0
"Paris,ÃŽle-de-France,France",1357609.0,1920.0,Apartments,1066.07,2614.5196078431372,5.0,3.0,2.0,75016,1249000.0,98.0
Paris 7th District - An ideal pied a terre,1358696.0,1942.0,Apartments,806.76,2614.5196078431372,5.0,1.0,1.0,75007,1250000.0,74.0
Paris 5th District - A peaceful 3-bed apartment,1358696.0,1900.0,Apartments,1012.14,2614.5196078431372,5.0,3.0,1.0,75005,1250000.0,93.0
Paris 16th District - A 5-bed apartment with terrace/balconies,1358696.0,2009.0,Apartments,1210.95,2614.5196078431372,5.0,3.0,3.0,75016,1250000.0,111.0
Paris 16th District - An ideal pied a terre,1369565.0,1987.0,Apartments,923.66,2614.5196078431372,5.0,2.0,2.0,75016,1259999.0,84.0
Paris 3rd District - A 4-room apartment to renovate,1369565.0,1850.0,Apartments,960.79,2614.5196078431372,5.0,2.0,1.0,75003,1259999.0,88.0
Paris 16th District - A 4-bed apartment,1391304.0,1955.0,Apartments,1329.68,2614.5196078431372,5.0,4.0,2.0,75016,1279999.0,122.0
Paris 9th District - A recently renovated 4-room apartment,1407609.0,1900.0,Apartments,1060.79,2614.5196078431372,5.0,2.0,2.0,75009,1295000.0,97.0
Paris 18th District - An ideal pied a terre,1407609.0,1910.0,Apartments,695.03,2614.5196078431372,5.0,2.0,2.0,75018,1295000.0,63.0
Paris 9th District - A 3-bed artistâ€™s studio,1413043.0,1900.0,Apartments,864.89,2614.5196078431372,5.0,2.0,1.0,75009,1299999.0,79.0
Paris 13th District - A two-bed apartment with a terrace,1413043.0,1980.0,Apartments,850.03,2614.5196078431372,5.0,3.0,1.0,75013,1299999.0,78.0
Paris 9th District - An elegant 3-bed apartment with a terrace,1456522.0,1850.0,Apartments,1093.51,2614.5196078431372,5.0,3.0,1.0,75009,1340000.0,100.0
Paris 16th District - A 2-bed apartment with a balcony,1456522.0,1970.0,Apartments,973.82,2614.5196078431372,5.0,2.0,2.0,75016,1340000.0,89.0
Paris 13th District - A bright and peaceful 2/3 bed apartment with a balcony,1467391.0,1975.0,Apartments,1033.34,2614.5196078431372,5.0,3.0,2.0,75013,1349999.0,95.0
Paris 17th District - An elegant 3-bed apartment,1467391.0,1880.0,Apartments,1220.75,2614.5196078431372,5.0,3.0,1.0,75017,1349999.0,112.0
Paris 3rd District - An ideal pied a terre,1467391.0,1650.0,Apartments,1059.18,2614.5196078431372,5.0,1.0,1.0,75003,1349999.0,97.0
Paris 15th District - A peaceful pied a terre,1467391.0,1913.0,Apartments,877.05,2614.5196078431372,5.0,2.0,1.0,75015,1349999.0,80.0
PARIS IIe - Rue du Mail,1467391.0,1436.0,Apartments,1018.27,2614.5196078431372,5.0,2.0,2.0,75002,1349999.0,93.0
Paris 16th District - An ideal pied a terre in an iconic building,1500000.0,1894.0,Apartments,866.82,2614.5196078431372,5.0,1.0,1.0,75016,1380000.0,79.0
Paris 6th District - A perfect pied a terre,1500000.0,1900.0,Apartments,792.66,2614.5196078431372,5.0,2.0,1.0,75006,1380000.0,72.0
Paris 17th District - A 3-bed loft-style apartment,1510870.0,1930.0,Apartments,1237.86,2614.5196078431372,5.0,3.0,2.0,75017,1390000.0,113.0
Paris 4th District - An ideal pied a terre,1510870.0,1800.0,Apartments,891.26,2614.5196078431372,5.0,2.0,2.0,75004,1390000.0,81.0
Paris 7th District - A bright 3-bed apartment,1510870.0,1900.0,Apartments,981.68,2614.5196078431372,5.0,3.0,1.0,75007,1390000.0,90.0
Paris 7th District - A 3-bed apartment with a balcony,1510870.0,1964.0,Apartments,1106.43,2614.5196078431372,5.0,3.0,2.0,75007,1390000.0,101.0
Paris 4th District - A delightful pied a terre oozing with period charm,1516304.0,1800.0,Apartments,1022.58,2614.5196078431372,5.0,2.0,1.0,75004,1394999.0,94.0
Paris 4th District - A 4-bed apartment oozing with period charm,1516304.0,1756.0,Apartments,905.47,2614.5196078431372,5.0,4.0,2.0,75004,1394999.0,83.0
"Paris,ÃŽle-de-France,France",1521739.0,1965.0,Apartments,898.15,2614.5196078431372,5.0,2.0,1.0,75007,1399999.0,82.0
Paris 15th District - A bright 3/4 bed apartment,1532609.0,1980.0,Apartments,1433.87,2614.5196078431372,5.0,4.0,2.0,75015,1410000.0,131.0
Paris 16th District - A renovated pied a terre,1565217.0,1880.0,Apartments,1140.98,2614.5196078431372,5.0,2.0,1.0,75016,1439999.0,104.0
Paris 7th District - An ideal pied a terre,1576087.0,1850.0,Apartments,1007.94,2614.5196078431372,5.0,2.0,1.0,75007,1450000.0,92.0
Paris 16th District - A 3-bed apartment with a leafy terrace,1576087.0,1932.0,Apartments,923.55,2614.5196078431372,5.0,3.0,2.0,75016,1450000.0,84.0
Paris 9th District - A bright 3-bed apartment,1576087.0,1850.0,Apartments,1502.33,2614.5196078431372,5.0,3.0,2.0,75009,1450000.0,138.0
Paris 2nd District - A delightful pied a terre,1586957.0,1750.0,Apartments,807.3,2614.5196078431372,5.0,1.0,1.0,75003,1460000.0,74.0
Paris 7th District - An ideal pied a terre with a terrace,1597826.0,1955.0,Apartments,559.73,2614.5196078431372,5.0,1.0,1.0,75007,1469999.0,51.0
Paris 8th District - An ideal pied a terre,1603261.0,1991.0,Apartments,968.76,2614.5196078431372,5.0,2.0,2.0,75008,1475000.0,89.0
Paris 7th District - An ideal pied a terre enjoying Eiffel Tower views,1603261.0,1913.0,Apartments,683.62,2614.5196078431372,5.0,2.0,2.0,75007,1475000.0,62.0
Paris 3rd District - A peaceful apartment,1608696.0,1900.0,Apartments,1517.72,2614.5196078431372,5.0,3.0,2.0,75003,1480000.0,139.0
"Paris,ÃŽle-de-France,France",1619565.0,1730.0,Apartments,674.04,2614.5196078431372,5.0,1.0,1.0,75006,1489999.0,62.0
Paris 16th District - A 3-bed family apartment,1619565.0,1969.0,Apartments,1350.56,2614.5196078431372,5.0,3.0,2.0,75016,1489999.0,124.0
Paris 16th District - A 2-bed apartment enjoying an open view,1625000.0,1965.0,Apartments,1123.76,2614.5196078431372,5.0,2.0,0.0,75016,1495000.0,103.0
Paris 16th District - A 3-bed apartment with balconies,1625000.0,1968.0,Apartments,1598.24,2614.5196078431372,5.0,3.0,2.0,75016,1495000.0,147.0
Paris 7th District - An ideal pied a terre,1630435.0,1890.0,Apartments,742.82,2614.5196078431372,5.0,2.0,1.0,75007,1500000.0,68.0
Paris 9th District - A bright loft-style apartment,1630435.0,1880.0,Apartments,1634.94,2614.5196078431372,5.0,3.0,2.0,75009,1500000.0,150.0
Paris 9th District - An elegant 4-room apartment,1679348.0,1850.0,Apartments,1465.84,2614.5196078431372,5.0,3.0,2.0,75009,1545000.0,134.0
Paris 7th District - An ideal pied a terre,1679348.0,1897.0,Apartments,834.86,2614.5196078431372,5.0,1.0,1.0,75007,1545000.0,76.0
Paris 12th District - A 3-bed apartment with an exceptional terrace,1684783.0,2017.0,Apartments,1121.61,2614.5196078431372,5.0,3.0,2.0,75012,1550000.0,103.0
Paris 16th District - An ideal pied a terre,1695652.0,2017.0,Apartments,746.7,2614.5196078431372,5.0,2.0,1.0,75016,1559999.0,68.0
Paris 6th District - A workshop to renovate,1695652.0,1900.0,Apartments,1247.76,2614.5196078431372,5.0,2.0,1.0,75006,1559999.0,114.0
Paris 8th District - An ideal pied a terre,1706522.0,1850.0,Apartments,1038.73,2614.5196078431372,5.0,2.0,1.0,75008,1570000.0,95.0
Paris 1st District - A magnificent pied a terre in a prime location,1717391.0,1850.0,Apartments,742.93,2614.5196078431372,5.0,1.0,1.0,75001,1579999.0,68.0
Paris 8th District - An ideal pied a terre,1728261.0,1900.0,Apartments,921.18,2614.5196078431372,5.0,2.0,1.0,75008,1590000.0,84.0
Paris 6th District - An ideal pied a terre,1728261.0,1927.0,Apartments,654.77,2614.5196078431372,5.0,2.0,1.0,75006,1590000.0,60.0
Paris 6th District - An ideal pied a terre,1728261.0,1927.0,Apartments,654.77,2614.5196078431372,5.0,2.0,1.0,75006,1590000.0,60.0
Paris 16th District - An elegant 4-bed apartment,1728261.0,1900.0,Apartments,1442.7,2614.5196078431372,5.0,4.0,4.0,75016,1590000.0,132.0
Paris 8th District - An ideal pied a terre,1728261.0,1900.0,Apartments,921.18,2614.5196078431372,5.0,2.0,1.0,75008,1590000.0,84.0
Paris 7th District - An ideal pied a terre,1728261.0,1830.0,Apartments,796.54,2614.5196078431372,5.0,1.0,1.0,75007,1590000.0,73.0
Paris 6th District - A superb 3-bed apartment,1791304.0,1750.0,Apartments,1171.12,2614.5196078431372,5.0,3.0,1.0,75006,1647999.0,107.0
Paris 3rd District - An ideal pied a terre,1793478.0,1722.0,Apartments,973.07,2614.5196078431372,5.0,2.0,2.0,75003,1649999.0,89.0
Paris 6th District - A split-level 3-bed apartment,1793478.0,1912.0,Apartments,1367.46,2614.5196078431372,5.0,3.0,2.0,75006,1649999.0,125.0
Paris 16th District - A 3/4 bed family apartment with a garden,1809783.0,1956.0,Apartments,1207.72,2614.5196078431372,5.0,3.0,2.0,75016,1665000.0,111.0
Paris 1st District - A split-level apartment in a prime location,1815217.0,1615.0,Apartments,991.79,2614.5196078431372,5.0,3.0,2.0,75001,1669999.0,91.0
"Paris,ÃŽle-de-France,France",1826087.0,1951.0,Apartments,1087.16,2614.5196078431372,5.0,2.0,1.0,75116,1680000.0,100.0
Paris 5th District - A 4-bed family apartment,1831522.0,1900.0,Apartments,1743.77,2614.5196078431372,5.0,4.0,2.0,75005,1685000.0,160.0
Paris 15th District - A 2/3 bed apartment enjoying an Eiffel Tower view,1836957.0,1930.0,Apartments,1078.98,2614.5196078431372,5.0,2.0,1.0,75007,1690000.0,99.0
Paris 15th District - A top-floor duplex apartment,1842391.0,1976.0,Apartments,1302.44,2614.5196078431372,5.0,3.0,2.0,75015,1694999.0,119.0
Paris 6th District - A perfect pied a terre,1842391.0,1900.0,Apartments,861.23,2614.5196078431372,5.0,2.0,1.0,75006,1694999.0,79.0
Paris XVIIe - Saint-Ferdinand.,1842391.0,1900.0,Apartments,1598.45,2614.5196078431372,5.0,3.0,1.0,75017,1694999.0,147.0
Paris 16th District - A spacious 3-bed apartment,1846739.0,1928.0,Apartments,1559.27,2614.5196078431372,5.0,3.0,0.0,75016,1698999.0,143.0
Paris 7th District - A 2/3 bed apartment with a terrace,1847826.0,1895.0,Apartments,1366.92,2614.5196078431372,5.0,3.0,2.0,75007,1699999.0,125.0
Paris 16th District - An ideal family apartment,1891304.0,1911.0,Apartments,1389.63,2614.5196078431372,5.0,3.0,2.0,75016,1739999.0,127.0
Paris 5th District - Two apartments with great potential,1902174.0,1850.0,Apartments,1291.68,2614.5196078431372,5.0,3.0,0.0,75005,1750000.0,118.0
Paris 9th District - A 3-bed apartment oozing with period charm,1923913.0,1830.0,Apartments,1420.85,2614.5196078431372,5.0,3.0,2.0,75009,1769999.0,130.0
Paris 16th District - A bright 2/3 bed apartment,1940217.0,1963.0,Apartments,1130.22,2614.5196078431372,5.0,2.0,2.0,75016,1784999.0,103.0
Paris VIe - Jardin du Luxembourg,1940217.0,1914.0,Apartments,1133.34,2614.5196078431372,5.0,2.0,1.0,75006,1784999.0,104.0
Paris 16th District - An ideal pied a terre with a garden,1955435.0,1950.0,Apartments,890.72,2614.5196078431372,5.0,2.0,1.0,75016,1799000.0,81.0
Paris 5th District - A 3-bed apartment in a prime location,1956522.0,1890.0,Apartments,1276.18,2614.5196078431372,5.0,3.0,0.0,75005,1800000.0,117.0
Paris 6th District - A 3-bed apartment enjoying superb views,1956522.0,1900.0,Apartments,1223.87,2614.5196078431372,5.0,3.0,2.0,75006,1800000.0,112.0
Paris 7th District - An elegant pied a terre,1956522.0,1850.0,Apartments,1030.87,2614.5196078431372,5.0,3.0,2.0,75007,1800000.0,94.0
"Paris,ÃŽle-de-France,France",2010870.0,1700.0,Apartments,1046.8,2614.5196078431372,5.0,2.0,0.0,75001,1850000.0,96.0
Paris 17th District - A 4-bed apartment in mint condition,2010870.0,1900.0,Apartments,1560.78,2614.5196078431372,5.0,4.0,2.0,75017,1850000.0,143.0
Paris 17th District - A six-room apartment to renovate,2031522.0,1910.0,Apartments,1957.54,2614.5196078431372,5.0,4.0,2.0,75017,1869000.0,180.0
Paris 16th District - A peaceful 3-bed apartment,2032609.0,1913.0,Apartments,1507.28,2614.5196078431372,5.0,4.0,1.0,75016,1870000.0,138.0
Paris 1st District - An ideal pied a terre,2054348.0,1840.0,Apartments,785.77,2614.5196078431372,5.0,1.0,1.0,75001,1890000.0,72.0
Paris 7th District - An apartment with a garden,2065217.0,1850.0,Apartments,882.65,2614.5196078431372,5.0,2.0,1.0,75007,1899999.0,81.0
Paris 6th District - A 4-bed family apartment,2065217.0,1900.0,Apartments,1317.62,2614.5196078431372,5.0,4.0,2.0,75006,1899999.0,121.0
"Paris,ÃŽle-de-France,France",2065217.0,1950.0,Apartments,753.48,2614.5196078431372,5.0,2.0,2.0,75008,1899999.0,69.0
Paris 18th District - An ideal pied a terre,2086957.0,1890.0,Apartments,1180.06,2614.5196078431372,5.0,3.0,1.0,75018,1920000.0,108.0
Paris 16th District - A peaceful 3-bed apartment enjoying an open view,2092391.0,1960.0,Apartments,1765.3,2614.5196078431372,5.0,3.0,2.0,75016,1924999.0,162.0
Paris 16th District - An ideal pied a terre,2097826.0,1890.0,Apartments,1305.78,2614.5196078431372,5.0,2.0,1.0,75016,1929999.0,120.0
Paris 16th District - A superb pied a terre,2097826.0,1882.0,Apartments,1256.16,2614.5196078431372,5.0,2.0,2.0,75016,1929999.0,115.0
Paris 8th District - A superb pied a terre,2119565.0,1880.0,Apartments,699.66,2614.5196078431372,5.0,2.0,2.0,75008,1949999.0,64.0
Paris 7th District - A renovated pied a terre,2119565.0,1885.0,Apartments,861.23,2614.5196078431372,5.0,1.0,1.0,75007,1949999.0,79.0
Paris 6th District Saint Placide Corner apartment,2125000.0,1900.0,Apartments,1192.65,2614.5196078431372,5.0,3.0,2.0,75006,1955000.0,109.0
Paris 17th District - An elegant 4-bed apartment,2145652.0,1896.0,Apartments,1506.96,2614.5196078431372,5.0,4.0,2.0,75017,1973999.0,138.0
Paris 5th District - A bright 3/4 bed apartment,2152174.0,1930.0,Apartments,1654.43,2614.5196078431372,5.0,4.0,2.0,75005,1980000.0,152.0
Paris XVIIe - Pierre Demours - MarchÃ© Lebon.,2163043.0,1900.0,Apartments,1767.99,2614.5196078431372,5.0,4.0,2.0,75017,1989999.0,162.0
Paris 16th District - A 2-bed apartment enjoying a panoramic view,2163043.0,1930.0,Apartments,1506.96,2614.5196078431372,5.0,3.0,2.0,75016,1989999.0,138.0
Paris 16th District - An ideal pied a terre,2163043.0,1963.0,Apartments,1278.76,2614.5196078431372,5.0,2.0,0.0,75016,1989999.0,117.0
Paris 7th District - A superb 4-bed apartment,2163043.0,1932.0,Apartments,1769.92,2614.5196078431372,5.0,4.0,3.0,75007,1989999.0,162.0
Paris 13th District - A 3-bed apartment,2168478.0,2000.0,Apartments,1338.18,2614.5196078431372,5.0,3.0,2.0,75013,1994999.0,123.0
Paris 9th District - An atypical 4/5 bed apartment,2168478.0,1910.0,Apartments,1615.57,2614.5196078431372,5.0,4.0,2.0,75009,1994999.0,148.0
Paris 6th District - A renovated 3-bed apartment,2168478.0,1890.0,Apartments,1227.31,2614.5196078431372,5.0,3.0,2.0,75006,1994999.0,112.0
Paris 16th District - A bright 3 bed apartment with a balcony,2168478.0,1960.0,Apartments,1151.75,2614.5196078431372,5.0,3.0,3.0,75016,1994999.0,105.0
Paris 17th District - A renovated 3-bed apartment,2168478.0,1890.0,Apartments,1744.31,2614.5196078431372,5.0,3.0,2.0,75017,1994999.0,160.0
Paris 1st District - An ideal pied a terre,2173913.0,1700.0,Apartments,743.47,2614.5196078431372,5.0,2.0,1.0,75006,1999999.0,68.0
Paris 8th District - A bright pied a terre in a prime location,2173913.0,2004.0,Apartments,947.23,2614.5196078431372,5.0,2.0,0.0,75008,1999999.0,87.0
"Paris,ÃŽle-de-France,France",2173913.0,1932.0,Apartments,1561.53,2614.5196078431372,5.0,4.0,2.0,75016,1999999.0,143.0
Paris 16th District - A renovated pied a terre,2173913.0,1962.0,Apartments,1076.4,2614.5196078431372,5.0,2.0,0.0,75016,1999999.0,99.0
Paris 16th District - A renovated pied a terre with terraces,2173913.0,1956.0,Apartments,968.76,2614.5196078431372,5.0,1.0,0.0,75016,1999999.0,89.0
Paris 4th District - An ideal pied a terre with a roof terrace,2260870.0,1930.0,Apartments,966.07,2614.5196078431372,5.0,2.0,1.0,75004,2080000.0,88.0
Paris 16th District - A superb pied a terre,2277174.0,1962.0,Apartments,979.52,2614.5196078431372,5.0,2.0,0.0,75016,2095000.0,90.0
Paris 16th District - A 2/3 bed apartment,2282609.0,1925.0,Apartments,1693.82,2614.5196078431372,5.0,2.0,2.0,75016,2100000.0,155.0
Paris 16th District - A renovated pied a terre,2282609.0,1992.0,Apartments,1420.85,2614.5196078431372,5.0,2.0,4.0,75016,2100000.0,130.0
Paris 16th District - A bright 3-bed family apartment,2282609.0,1930.0,Apartments,1852.7,2614.5196078431372,5.0,3.0,2.0,75016,2100000.0,170.0
Paris 3rd District - An ideal pied a terre,2336957.0,1870.0,Apartments,1045.4,2614.5196078431372,5.0,2.0,2.0,75003,2150000.0,96.0
Paris 7th District - A spacious 5-room apartment,2336957.0,1885.0,Apartments,1483.28,2614.5196078431372,5.0,3.0,1.0,75007,2150000.0,136.0
Paris 17th District - An elegant 3-bed apartment,2380435.0,1870.0,Apartments,1502.65,2614.5196078431372,5.0,3.0,3.0,75017,2190000.0,138.0
Paris 3rd District - A 4-bed apartment with a balcony,2380435.0,1910.0,Apartments,1416.65,2614.5196078431372,5.0,4.0,2.0,75003,2190000.0,130.0
Paris 7th District - A superb pied a terre,2385870.0,1680.0,Apartments,1913.84,2614.5196078431372,5.0,2.0,2.0,75007,2195000.0,176.0
Paris 16th District - A spacious 2-bed apartment with a balcony,2434783.0,1950.0,Apartments,1485.65,2614.5196078431372,5.0,2.0,2.0,75016,2240000.0,136.0
Paris 6th District - A 5-room apartment in a prime location,2445652.0,1810.0,Apartments,1339.47,2614.5196078431372,5.0,3.0,2.0,75006,2249999.0,123.0
Paris 17th District - Ideal Liberal profession.,2478261.0,1910.0,Apartments,2264.53,2614.5196078431372,5.0,3.0,4.0,75017,2280000.0,208.0
Paris 7th District - A 3-bed apartment with a terrace,2489130.0,1991.0,Apartments,1259.39,2614.5196078431372,5.0,3.0,1.0,75007,2289999.0,115.0
Paris 14th District - A delightful apartment,2489130.0,1974.0,Apartments,2040.1,2614.5196078431372,5.0,4.0,4.0,75014,2289999.0,187.0
Paris 16th District - A renovated 3-bed apartment,2494565.0,1920.0,Apartments,1464.77,2614.5196078431372,5.0,3.0,2.0,75016,2294999.0,134.0
Paris 7th District - An exceptional pied a terre,2500000.0,1934.0,Apartments,1114.29,2614.5196078431372,5.0,2.0,1.0,75007,2300000.0,102.0
Paris 8th District - A 3-bed apartment,2500000.0,1890.0,Apartments,1589.63,2614.5196078431372,5.0,3.0,2.0,75008,2300000.0,146.0
Paris 17th District - A superb 3-bed apartment,2554348.0,1885.0,Apartments,1795.44,2614.5196078431372,5.0,3.0,2.0,75017,2350000.0,165.0
Paris VIe- Jardin du Luxembourg/Port Royal,2567391.0,1908.0,Apartments,1388.56,2614.5196078431372,5.0,3.0,2.0,75006,2361999.0,127.0
Paris 16th District - A sunny apartment oozing with period charm.,2597826.0,1890.0,Apartments,1528.49,2614.5196078431372,5.0,3.0,2.0,75116,2389999.0,140.0
Paris 16th District - A 3/4 bed family apartment,2597826.0,1900.0,Apartments,2518.78,2614.5196078431372,5.0,4.0,3.0,75016,2389999.0,231.0
Paris 2nd District - A superb 3-bed apartment,2600000.0,1890.0,Apartments,1195.67,2614.5196078431372,5.0,3.0,2.0,75002,2392000.0,110.0
Paris 14th District - A superb 3-bed period property,2608696.0,1927.0,villa/townhouse,2206.62,2614.5196078431372,5.0,4.0,3.0,75014,2400000.0,203.0
Paris 6th District - A bright 3-bed apartment,2663043.0,1930.0,Apartments,1166.82,2614.5196078431372,5.0,3.0,2.0,75006,2449999.0,107.0
Paris 10th District - A meticulously renovated 6-room apartment,2663043.0,1850.0,Apartments,2152.8,2614.5196078431372,5.0,3.0,2.0,75010,2449999.0,198.0
Paris 16th District - A 5-bed family home with terraces,2684783.0,1967.0,villa/townhouse,2030.09,2614.5196078431372,5.0,3.0,4.0,75016,2470000.0,186.0
Paris 5th District - An elegant 3-bed apartment in a prime location,2706522.0,1867.0,Apartments,1625.36,2614.5196078431372,5.0,3.0,1.0,75005,2490000.0,149.0
Paris 7th District - An ideal pied a terre,2717391.0,1880.0,Apartments,1345.5,2614.5196078431372,5.0,2.0,2.0,75007,2499999.0,123.0
Paris 16th District - A superb penthouse apartment,2717391.0,1969.0,Apartments,2088.22,2614.5196078431372,5.0,3.0,3.0,75016,2499999.0,192.0
PARIS XXe - LA CAMPAGNE A PARIS,2717391.0,1830.0,villa/townhouse,1566.38,2614.5196078431372,5.0,3.0,2.0,75020,2499999.0,144.0
Paris 20th District - A charming period property with a garden,2717391.0,1830.0,Apartments,1566.38,2614.5196078431372,5.0,3.0,2.0,75020,2499999.0,144.0
Paris 6th District -An ideal pied a terre,2717391.0,1880.0,Apartments,1253.47,2614.5196078431372,5.0,2.0,2.0,75006,2499999.0,115.0
Paris 16th District - A 3-bed family apartment,2717391.0,1970.0,Apartments,1765.19,2614.5196078431372,5.0,3.0,2.0,75016,2499999.0,162.0
Paris 5th District - An ideal pied a terre,2739130.0,1700.0,Apartments,1029.25,2614.5196078431372,5.0,2.0,2.0,75006,2519999.0,94.0
"Paris,ÃŽle-de-France,France",2739130.0,1925.0,Apartments,2167.65,2614.5196078431372,5.0,3.0,2.0,75016,2519999.0,199.0
Paris 8th District Avenue George V,2739130.0,1963.0,Apartments,672.75,2614.5196078431372,5.0,1.0,1.0,75008,2519999.0,61.0
Paris 16th District - A spacious 3-bed apartment,2771739.0,1880.0,Apartments,1847.64,2614.5196078431372,5.0,3.0,2.0,75016,2549999.0,169.0
