Property_name,Price (dollars),Year_Built,Property_Type,Area (sq ft),Tax (dollars/year),Total_room,Bedroom,Bathroom,Area_code,Price (euros),Prop_size (m^2)
Paris 16th District - A bright 3-bed apartment,2771739.0,1910.0,Apartments,1539.25,2614.5196078431372,5.0,3.0,2.0,75016,2549999.0,141.0
Paris 16th District - A spacious apartment commanding exceptional views,2815217.0,1968.0,Apartments,2375.4,2614.5196078431372,5.0,3.0,3.0,75016,2589999.0,218.0
Paris 8th District - A spacious 3-bed apartment,2815217.0,1893.0,Apartments,2065.29,2614.5196078431372,5.0,3.0,2.0,75008,2589999.0,190.0
Paris 16th District - A renovated 4-bed apartment,2815217.0,1890.0,Apartments,2045.16,2614.5196078431372,5.0,4.0,3.0,75016,2589999.0,188.0
Paris 10th District - A superb 3/4 bed apartment,2826087.0,1930.0,Apartments,1663.15,2614.5196078431372,5.0,3.0,2.0,75010,2600000.0,153.0
Paris 16th District - A meticulously renovated 2/3 bed apartment,2880435.0,1930.0,Apartments,1840.64,2614.5196078431372,5.0,2.0,2.0,75016,2650000.0,169.0
Paris 8th District - A renovated 3-bed apartment,2923913.0,1900.0,Apartments,1773.05,2614.5196078431372,5.0,4.0,3.0,75008,2689999.0,163.0
Paris 16th District - An apartment with a 41 sqm terrace,2934783.0,1965.0,Apartments,1634.62,2614.5196078431372,5.0,3.0,2.0,75016,2700000.0,150.0
Paris 8th District - A spacious family apartment,2934783.0,1880.0,Apartments,1961.63,2614.5196078431372,5.0,3.0,4.0,75008,2700000.0,180.0
Paris 5th on Quai de la Tournelle accross Ile St Louis,2989130.0,1965.0,Apartments,938.41,2614.5196078431372,5.0,1.0,1.0,75005,2749999.0,86.0
Paris 16th District - A bright 3-bed apartment,2989130.0,1990.0,Apartments,1582.31,2614.5196078431372,5.0,3.0,3.0,75016,2749999.0,145.0
Paris 5th District - A sunny 3-bed apartment,2989130.0,1900.0,Apartments,1629.67,2614.5196078431372,5.0,3.0,2.0,75005,2749999.0,149.0
Paris 17th District - A 3-bed apartment with a superb roof terrace,3032609.0,1970.0,Apartments,1270.15,2614.5196078431372,5.0,2.0,3.0,75017,2790000.0,116.0
Paris 9th District - A renovated 3/4 bed apartment,3043478.0,1860.0,Apartments,2443.64,2614.5196078431372,5.0,4.0,2.0,75009,2799999.0,224.0
Paris 7th District - An ideal pied a terre,3043478.0,1850.0,Apartments,1012.14,2614.5196078431372,5.0,2.0,2.0,75007,2799999.0,93.0
Paris 6th District - A spacious 3-bed apartment,3043478.0,1920.0,Apartments,1718.26,2614.5196078431372,5.0,3.0,0.0,75006,2799999.0,158.0
Paris 7th District - An elegant 3/4 bed apartment,3076087.0,1914.0,Apartments,1722.24,2614.5196078431372,5.0,3.0,2.0,75007,2830000.0,158.0
Paris 7th District - An elegant pied a terre,3086957.0,1880.0,Apartments,1156.27,2614.5196078431372,5.0,2.0,2.0,75007,2840000.0,106.0
Paris 16th District - A 4/5 bed apartment with a balcony,3097826.0,1910.0,Apartments,2454.3,2614.5196078431372,5.0,3.0,3.0,75016,2849999.0,225.0
Paris 7th District - An ideal pied a terre,3097826.0,1800.0,Apartments,1345.61,2614.5196078431372,5.0,2.0,2.0,75007,2849999.0,123.0
Paris 7th District - An elegant 3-bed appartment front of the garden,3097826.0,1863.0,Apartments,1369.93,2614.5196078431372,5.0,3.0,2.0,75006,2849999.0,126.0
Paris 16th District - A renovated pied a terre,3141304.0,1970.0,Apartments,1289.74,2614.5196078431372,5.0,2.0,0.0,75016,2889999.0,118.0
Paris 17th District - A period Town House with great potential,3152174.0,1900.0,villa/townhouse,3229.2,2614.5196078431372,5.0,3.0,2.0,75017,2900000.0,297.0
Paris 16th District - A superb apartment with a garden,3206522.0,1902.0,Apartments,2579.16,2614.5196078431372,5.0,3.0,3.0,75016,2950000.0,237.0
Paris 16th District - A 6-bed family apartment with a balcony,3206522.0,1926.0,Apartments,2615.65,2614.5196078431372,5.0,3.0,0.0,75016,2950000.0,240.0
Paris 17th District - A 267 sqm apartment,3206522.0,1890.0,Apartments,2676.25,2614.5196078431372,5.0,3.0,0.0,75017,2950000.0,246.0
Paris 7th District - A renovated 4-bed apartment,3250000.0,1975.0,Apartments,1731.39,2614.5196078431372,5.0,4.0,3.0,75007,2990000.0,159.0
Paris 16th District - A bright 3-bed apartment,3250000.0,1930.0,Apartments,1604.7,2614.5196078431372,5.0,3.0,0.0,75016,2990000.0,147.0
"Paris 6th District - Saint-Germain-des-PrÃ©s, two bedrooms.",3260870.0,1850.0,Apartments,1573.59,2614.5196078431372,5.0,2.0,2.0,75006,3000000.0,144.0
Paris 7th District - An ideal pied a terre in a prime location,3260870.0,1820.0,Apartments,1109.34,2614.5196078431372,5.0,2.0,1.0,75006,3000000.0,102.0
Paris 7th District - An ideal pied a terre,3366848.0,1800.0,Apartments,1254.01,2614.5196078431372,5.0,2.0,2.0,75007,3097500.0,115.0
Paris 16th district Place des Etats-Unis,3369565.0,1880.0,Apartments,1528.49,2614.5196078431372,5.0,3.0,2.0,75016,3099999.0,140.0
Paris 16th District - A superb 3-bed apartment,3369565.0,1880.0,Apartments,1528.49,2614.5196078431372,5.0,3.0,0.0,75016,3099999.0,140.0
Paris 8th District - An ideal pied a terre,3369565.0,1890.0,Apartments,1614.6,2614.5196078431372,5.0,2.0,2.0,75008,3099999.0,148.0
Paris XVIIe - Wagram. Wagram. AmpÃ¨re.,3369565.0,1903.0,Apartments,2756.55,2614.5196078431372,5.0,4.0,3.0,75017,3099999.0,253.0
Paris 18th District - A spacious family home with terraces,3391304.0,2016.0,villa/townhouse,2564.2,2614.5196078431372,5.0,3.0,3.0,75018,3119999.0,235.0
Paris 15th District - A renovated 3-bed apartment,3402174.0,1900.0,Apartments,1377.79,2614.5196078431372,5.0,4.0,3.0,75007,3130000.0,126.0
Paris 6th District - A bright 3/4 bed apartment,3423913.0,1870.0,Apartments,1345.82,2614.5196078431372,5.0,3.0,2.0,75006,3149999.0,123.0
Paris 8th District - A superb pied a terre,3467391.0,1860.0,Apartments,1140.98,2614.5196078431372,5.0,2.0,2.0,75008,3189999.0,104.0
Paris 14th District - A 5-bed apartment with a garden,3478261.0,1992.0,Apartments,2314.26,2614.5196078431372,5.0,3.0,0.0,75014,3200000.0,212.0
"Paris,ÃŽle-de-France,France",3478261.0,1890.0,Apartments,1614.6,2614.5196078431372,5.0,3.0,3.0,75016,3200000.0,148.0
Paris 7th District - A 3-bed apartment enjoying superb views,3478261.0,1910.0,Apartments,1378.65,2614.5196078431372,5.0,3.0,1.0,75007,3200000.0,126.0
Paris 16th District - A bright and peaceful 3-bed apartment,3478261.0,1929.0,Apartments,2131.27,2614.5196078431372,5.0,3.0,0.0,75016,3200000.0,196.0
Paris 16th District - A bright 4-bed apartment,3532609.0,1920.0,Apartments,2309.2,2614.5196078431372,5.0,4.0,0.0,75016,3250000.0,212.0
Paris 7th District - An exceptional 3-bed apartment,3576087.0,1834.0,Apartments,1283.07,2614.5196078431372,5.0,3.0,2.0,75007,3290000.0,118.0
Paris 17th District - A superb apartment in a prime location,3586957.0,1910.0,Apartments,1995.65,2614.5196078431372,5.0,4.0,2.0,75017,3300000.0,183.0
Paris 17th District - A superb pied a terre,3652174.0,1900.0,Apartments,1506.96,2614.5196078431372,5.0,2.0,2.0,75017,3360000.0,138.0
Paris 8th District - A superbly renovated 2/3 bed apartment,3652174.0,1880.0,Apartments,1474.78,2614.5196078431372,5.0,3.0,3.0,75008,3360000.0,135.0
Paris 7th District - An ideal pied a terre in a prime location,3663043.0,1900.0,Apartments,1151.96,2614.5196078431372,5.0,2.0,2.0,75007,3369999.0,105.0
Paris 16th District - An elegant 5-bed apartment,3684783.0,1900.0,Apartments,2091.55,2614.5196078431372,5.0,3.0,2.0,75016,3390000.0,192.0
Paris 16th District - A superb top-floor apartment with a terrace,3695652.0,1970.0,Apartments,1768.09,2614.5196078431372,5.0,3.0,3.0,75016,3399999.0,162.0
Paris 8th District - An elegant pied a terre in a prime location,3739130.0,1900.0,Apartments,1442.38,2614.5196078431372,5.0,2.0,2.0,75008,3439999.0,132.0
Paris 8th District - A superb pied a terre,3766304.0,1950.0,Apartments,1162.51,2614.5196078431372,5.0,2.0,2.0,75008,3464999.0,106.0
Paris 17th District - A magnificent 6-bed apartment,3804348.0,1915.0,Apartments,1304.1100000000001,2614.5196078431372,5.0,3.0,4.0,75017,3500000.0,119.5
Paris 8th District - A renovated apartment in a prime location,3804348.0,1840.0,Apartments,1829.88,2614.5196078431372,5.0,3.0,3.0,75008,3500000.0,168.0
Paris 6th District - An ideal pied a terre,3804348.0,1850.0,Apartments,1435.38,2614.5196078431372,5.0,3.0,3.0,75006,3500000.0,132.0
Paris VIe - Jardin du Luxembourg,3858696.0,1930.0,Apartments,2238.91,2614.5196078431372,5.0,3.0,3.0,75006,3550000.0,205.0
Paris 17th District - An elegant 4-bed apartment,3891304.0,1913.0,Apartments,2978.72,2614.5196078431372,5.0,4.0,4.0,75017,3579999.0,274.0
Paris 16th District - A superb 4-bed family home,3913043.0,1900.0,villa/townhouse,2691.0,2614.5196078431372,5.0,4.0,4.0,75016,3599999.0,247.0
"Paris 15th District, on the edge of the 7th District - An ideal pied a terre",3994565.0,1965.0,Apartments,1272.74,2614.5196078431372,5.0,3.0,3.0,75007,3674999.0,117.0
Paris 16th District - Benjamin Godard - 160 sqm with 3 bedrooms,4010870.0,1900.0,Apartments,1722.24,2614.5196078431372,5.0,3.0,3.0,75016,3690000.0,158.0
Paris 16th District - A 3-bed apartment with a garden,4076087.0,1900.0,Apartments,2421.9,2614.5196078431372,5.0,4.0,2.0,75016,3750000.0,222.0
Paris 16th District - A peaceful 3-bed apartment enjoying an open view,4076087.0,1960.0,Apartments,3530.59,2614.5196078431372,5.0,3.0,4.0,75016,3750000.0,324.0
Paris 6th District - A bright and spacious 2/3 bed apartment,4125000.0,1859.0,Apartments,1937.84,2614.5196078431372,5.0,3.0,3.0,75006,3795000.0,178.0
Paris 14th District - A renovated architect-designed property,4173913.0,1892.0,Apartments,2309.52,2614.5196078431372,5.0,4.0,4.0,75014,3839999.0,212.0
Paris 16th District - A superb 3-bed apartment in an iconic buildng,4184783.0,1931.0,Apartments,2314.26,2614.5196078431372,5.0,3.0,2.0,75016,3850000.0,212.0
Paris 4e - Place des Vosges,4239130.0,1612.0,Apartments,1399.32,2614.5196078431372,5.0,2.0,1.0,75004,3899999.0,128.0
Paris 14th District - An exceptional 4-bed family home,4239130.0,1860.0,villa/townhouse,3417.25,2614.5196078431372,5.0,4.0,3.0,75014,3899999.0,314.0
Paris 8th District - A 3-bed apartment in a prime location,4293478.0,1962.0,Apartments,1937.52,2614.5196078431372,5.0,3.0,3.0,75008,3949999.0,178.0
Paris 5th District - An elegant 3-bed apartment in a prime location,4293478.0,1930.0,Apartments,2088.97,2614.5196078431372,5.0,3.0,3.0,75005,3949999.0,192.0
Paris 8th District - A 3-bed apartment with a balcony,4293478.0,1900.0,Apartments,2101.13,2614.5196078431372,5.0,3.0,2.0,75008,3949999.0,193.0
Paris 7th District - A bright 3-bed apartment,4304348.0,1700.0,Apartments,2023.63,2614.5196078431372,5.0,3.0,2.0,75007,3960000.0,186.0
Paris 14th District - A peaceful architect-designed property,4326087.0,2007.0,villa/townhouse,3544.59,2614.5196078431372,5.0,3.0,5.0,75014,3980000.0,326.0
Paris 8th District - A superb 3-bed apartment,4336957.0,1880.0,Apartments,1712.34,2614.5196078431372,5.0,3.0,0.0,75008,3990000.0,157.0
Paris 16th District - A superb 2/3 bed apartment,4336957.0,1930.0,Apartments,2219.21,2614.5196078431372,5.0,3.0,2.0,75016,3990000.0,204.0
Paris 4th District - An ideal pied a terre,4336957.0,1607.0,Apartments,1893.17,2614.5196078431372,5.0,2.0,1.0,75004,3990000.0,174.0
Paris 8th District - An elegant 3-bed apartment,4336957.0,1880.0,Apartments,2637.18,2614.5196078431372,5.0,3.0,2.0,75008,3990000.0,242.0
Paris 16th District - A renovated floor through apartment.,4347826.0,1900.0,Apartments,2551.07,2614.5196078431372,5.0,3.0,2.0,75016,3999999.0,234.0
Paris 6th District - A tastefully renovated three-bed apartment.,4456522.0,1900.0,Apartments,1681.01,2614.5196078431372,5.0,3.0,2.0,75006,4100000.0,154.0
Paris 6th District - A renovated 4-bed apartment,4559783.0,1850.0,Apartments,1809.64,2614.5196078431372,5.0,4.0,0.0,75006,4195000.0,166.0
Paris 1st District - A magnificent 300 sqm apartment,4565217.0,1860.0,Apartments,3206.81,2614.5196078431372,5.0,4.0,3.0,75001,4199999.0,295.0
Paris 4th District - An exceptional 2/3 bed apartment in a prime location,4636957.0,1600.0,Apartments,1560.13,2614.5196078431372,5.0,2.0,2.0,75004,4266000.0,143.0
Paris 1st District - An elegant 6-room apartment,4733696.0,1750.0,Apartments,1945.05,2614.5196078431372,5.0,3.0,0.0,75001,4355000.0,178.0
"Paris,ÃŽle-de-France,France",4815217.0,1894.0,Apartments,2561.83,2614.5196078431372,5.0,4.0,4.0,75016,4429999.0,235.0
Paris 7th District - Barbet de Jouy - 3/4 bed apartment,4891304.0,1980.0,Apartments,1927.29,2614.5196078431372,5.0,4.0,2.0,75007,4499999.0,177.0
Paris 16th District - A superb 4-bed apartment,4891304.0,1930.0,Apartments,1304.1100000000001,2614.5196078431372,5.0,4.0,0.0,75016,4499999.0,119.5
Paris 16th District - A spacious apartment enjoying open views,4945652.0,1890.0,Apartments,1304.1100000000001,2614.5196078431372,5.0,3.0,0.0,75016,4549999.0,119.5
16th District - Square Lamartine - Victor Hugo,4978261.0,1900.0,Apartments,3019.62,2614.5196078431372,5.0,3.0,3.0,75016,4580000.0,277.0
Paris 7th District - A bright 3-bed apartment enjoying superb views,5108696.0,1913.0,Apartments,1907.6,2614.5196078431372,5.0,3.0,2.0,75007,4700000.0,175.0
Paris 3rd District - An exceptional 3-bed apartment in a period private mansion,5293478.0,1754.0,Apartments,1862.17,2614.5196078431372,5.0,3.0,2.0,75003,4869999.0,171.0
Paris 8th District - A magnificent split-level apartment,5326087.0,1927.0,Apartments,3072.8,2614.5196078431372,5.0,3.0,6.0,75008,4900000.0,282.0
Paris 8th District - Avenue Montaigne,5326087.0,1930.0,Apartments,2315.34,2614.5196078431372,5.0,3.0,0.0,75008,4900000.0,213.0
Paris 8th District - A meticulously renovated 3-bed apartment,5380435.0,1880.0,Apartments,1722.24,2614.5196078431372,5.0,3.0,0.0,75008,4950000.0,158.0
Paris 16th District - An elegant 4-bed apartment,5418478.0,1890.0,Apartments,3053.1,2614.5196078431372,5.0,4.0,4.0,75016,4984999.0,280.0
Paris 8th District - A superb 3-bed apartment,5434783.0,1850.0,Apartments,2120.51,2614.5196078431372,5.0,3.0,2.0,75008,5000000.0,195.0
Paris 7th District - Prime location,3033588.754534462,1929.0,Apartments,2935.02,2614.5196078431372,5.0,4.0,4.0,75007,0.0,270.0
Paris 6th District - BEAUX- ARTS - 3-bed workshop-style apartment,5652174.0,1805.0,Apartments,1829.88,2614.5196078431372,5.0,3.0,2.0,75006,5200000.0,168.0
Paris 8th District - An elegant apartment with an extensive terrace,5652174.0,1960.0,Apartments,1809.21,2614.5196078431372,5.0,3.0,2.0,75008,5200000.0,166.0
Paris 16th District - An exceptional private mansion,5706522.0,1880.0,villa/townhouse,2424.48,2614.5196078431372,5.0,3.0,3.0,75016,5250000.0,223.0
Paris 16th District - An exceptional 3-bed apartment enjoying stunning views,5869565.0,1925.0,Apartments,2368.08,2614.5196078431372,5.0,3.0,0.0,75016,5399999.0,217.0
Paris 6th District - A renovated 5-room apartment,5869565.0,1950.0,Apartments,2132.89,2614.5196078431372,5.0,3.0,2.0,75006,5399999.0,196.0
Paris 5th District - A superb 5-bed apartment,5967391.0,1927.0,Apartments,2752.68,2614.5196078431372,5.0,3.0,3.0,75005,5489999.0,253.0
Paris 16th District - A superb 4-bed apartment,5972826.0,1895.0,Apartments,2259.79,2614.5196078431372,5.0,4.0,0.0,75016,5494999.0,207.0
Paris 8th District - An exceptional 3-bed apartment in a prime location,6086957.0,1900.0,Apartments,2007.49,2614.5196078431372,5.0,3.0,3.0,75008,5600000.0,184.0
Paris 16th District - An elegant 3-bed apartment with a balcony,6179348.0,1900.0,Apartments,2154.52,2614.5196078431372,5.0,3.0,3.0,75016,5685000.0,198.0
"Paris,ÃŽle-de-France,France",6195652.0,1900.0,Apartments,2583.36,2614.5196078431372,5.0,4.0,4.0,75016,5699999.0,237.0
Paris 6th District - Business premises,6250409.0,1880.0,commercial / office,2797.89,2614.5196078431372,5.0,3.0,1.0,75006,5750376.0,257.0
Paris 16th District - Ideal business premises,6304348.0,1905.0,Apartments,3444.48,2614.5196078431372,5.0,4.0,0.0,75016,5800000.0,316.0
"Paris 16th District - A unique panoramic view of Eiffel Tower and Seine, magnificent 3-bed apartment",6304348.0,1925.0,Apartments,2250.32,2614.5196078431372,5.0,4.0,2.0,75016,5800000.0,207.0
Paris 8th District - An exceptional 4-bed apartment with a leafy garden,6358696.0,1900.0,Apartments,3390.66,2614.5196078431372,5.0,4.0,0.0,75008,5850000.0,311.0
Paris 8th District - A superb pied a terre with a terrace,6413043.0,1920.0,Apartments,1463.9,2614.5196078431372,5.0,2.0,2.0,75008,5899999.0,134.0
Paris 7th District - A renovated 4-bed apartment commanding an exceptional view,6413043.0,1910.0,Apartments,2225.56,2614.5196078431372,5.0,4.0,3.0,75007,5899999.0,204.0
Paris 8th District - An exceptional 3-bed apartment,6413043.0,1896.0,Apartments,1991.34,2614.5196078431372,5.0,4.0,3.0,75008,5899999.0,183.0
Paris 7th District - A magnificent apartment with a garden,6467391.0,1892.0,Apartments,2949.12,2614.5196078431372,5.0,4.0,4.0,75007,5949999.0,271.0
Paris 8th District - An exceptional 3-bed apartment,2089674.0,1910.0,Apartments,3344.05,2614.5196078431372,5.0,3.0,0.0,75008,1877499.0,307.0
Paris 16th District - A superb pied a terre,2089674.0,1930.0,Apartments,1571.54,2614.5196078431372,5.0,2.0,2.0,75016,1877499.0,144.0
Paris 8th District - A meticulously renovated 3-bed apartment,2089674.0,1840.0,Apartments,2368.94,2614.5196078431372,5.0,3.0,3.0,75008,1877499.0,217.0
Paris 16th District - A 4-bed apartment enjoying an Eiffel Tower view,2089674.0,1890.0,Apartments,3067.74,2614.5196078431372,5.0,3.0,0.0,75016,1877499.0,282.0
Paris 16th District - An elegant 4-bed apartment,3033588.754534462,1930.0,Apartments,1304.1100000000001,2614.5196078431372,5.0,4.0,4.0,75016,0.0,119.5
Paris 4th District - A magnificent apartment in an exceptional location,2089674.0,1950.0,Apartments,2447.41,2614.5196078431372,5.0,3.0,1.0,75004,1877499.0,225.0
Paris 1st District - An elegant 3/4 bed apartment,2089674.0,1820.0,Apartments,2053.66,2614.5196078431372,5.0,4.0,3.0,75001,1877499.0,188.0
Paris 16th District - A superb 4-bed apartment,2089674.0,1900.0,Apartments,3013.92,2614.5196078431372,5.0,4.0,0.0,75016,1877499.0,277.0
Paris 7th District - A superb 350 sqm Hotel Particulier..,3033588.754534462,1823.0,villa/townhouse,1304.1100000000001,2614.5196078431372,5.0,3.0,0.0,75007,0.0,119.5
Paris 8th District - A spacious apartment in a prime location,2089674.0,1880.0,Apartments,2411.14,2614.5196078431372,5.0,3.0,0.0,75008,1877499.0,221.0
Paris 16th District - An exceptional private mansion,2089674.0,1930.0,villa/townhouse,1304.1100000000001,2614.5196078431372,5.0,3.0,0.0,75016,1877499.0,119.5
Paris 7th District - A magnificent 3-bed apartment,2089674.0,1750.0,Apartments,2037.52,2614.5196078431372,5.0,3.0,3.0,75007,1877499.0,187.0
Paris 8th District - A spacious apartment with great potential,2089674.0,1870.0,Apartments,1304.1100000000001,2614.5196078431372,5.0,3.0,0.0,75008,1877499.0,119.5
Paris 8th District - A magnificent duplex apartment in a prime location,2089674.0,1962.0,Apartments,1991.34,2614.5196078431372,5.0,3.0,0.0,75008,1877499.0,183.0
Paris 16th District - An exceptional private mansion,3033588.754534462,1930.0,villa/townhouse,1304.1100000000001,2614.5196078431372,5.0,4.0,3.0,75016,0.0,119.5
Paris 7th District - An exceptional pied a terre,3033588.754534462,1938.0,Apartments,3067.74,2614.5196078431372,5.0,3.0,3.0,75007,0.0,282.0
Paris 8th District - A magnificent 3-bed apartment,2089674.0,1891.0,Apartments,2669.69,2614.5196078431372,5.0,3.0,3.0,75008,1877499.0,245.0
Paris 8th District - An exceptional apartment in a prime location,3033588.754534462,1860.0,Apartments,1304.1100000000001,2614.5196078431372,5.0,4.0,5.0,75008,0.0,119.5
Paris 16th District - A magnificent private mansion,2089674.0,1930.0,Apartments,1304.1100000000001,2614.5196078431372,5.0,4.0,3.0,75016,1877499.0,119.5
Paris 7th District - An exceptional family apartment,3033588.754534462,1925.0,Apartments,2858.81,2614.5196078431372,5.0,3.0,2.0,75007,0.0,263.0
Paris 8th District - A superb penthouse apartment with terraces,2089674.0,1930.0,Apartments,2421.9,2614.5196078431372,5.0,3.0,0.0,75008,1877499.0,222.0
Paris 16th District - Place des Etats-Unis,2089674.0,1911.0,Apartments,1304.1100000000001,2614.5196078431372,5.0,3.0,3.0,75016,1877499.0,119.5
Paris 6th District - A superb period property,2089674.0,1850.0,villa/townhouse,1304.1100000000001,2614.5196078431372,5.0,3.0,0.0,75006,1877499.0,119.5
Paris 16th District - A magnificent private mansion in a prime location,3033588.754534462,1900.0,villa/townhouse,1304.1100000000001,2614.5196078431372,5.0,3.0,3.0,75016,0.0,119.5
Paris 16th District - An exceptional penthouse apartment,2089674.0,1969.0,Apartments,3189.37,2614.5196078431372,5.0,4.0,2.0,75016,1877499.0,293.0
Paris 7th District - A magnificent pied a terre bathed in sunshine,2089674.0,2013.0,Apartments,2436.86,2614.5196078431372,5.0,3.0,0.0,75007,1877499.0,224.0
Paris 1st District - Exceptional apartment - Stunning view,2089674.0,1840.0,Apartments,2604.89,2614.5196078431372,5.0,2.0,0.0,75001,1877499.0,239.0
Paris 16th - Place des Etats-Unis,3033588.754534462,1911.0,Apartments,1304.1100000000001,2614.5196078431372,5.0,3.0,4.0,75016,0.0,119.5
Paris 16th District - A magnificent apartment with a garden,2089674.0,1931.0,Apartments,1304.1100000000001,2614.5196078431372,5.0,3.0,3.0,75016,1877499.0,119.5
"Paris,ÃŽle-de-France,France",2089674.0,1902.0,Apartments,1304.1100000000001,2614.5196078431372,5.0,3.0,3.0,75016,1877499.0,119.5
Paris 8th District - A magnificent 10-room private mansion,2089674.0,1880.0,villa/townhouse,1304.1100000000001,2614.5196078431372,5.0,3.0,4.0,75008,1877499.0,119.5
Paris 7th District - An exceptional apartment in a prime location,2089674.0,1931.0,Apartments,1304.1100000000001,2614.5196078431372,5.0,4.0,0.0,75007,1877499.0,119.5
Paris 16th District - An exceptional 5-bed apartment,2089674.0,1917.0,Apartments,1304.1100000000001,2614.5196078431372,5.0,3.0,5.0,75016,1877499.0,119.5
Paris 1st District - An exceptional period Town House,3033588.754534462,1850.0,villa/townhouse,1304.1100000000001,2614.5196078431372,5.0,4.0,0.0,75001,0.0,119.5
Paris 16th District - A stoneâ€™s throw from the Arc de Triomphe,3033588.754534462,1990.0,Apartments,1304.1100000000001,2614.5196078431372,5.0,3.0,0.0,75016,0.0,119.5
